pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
Kepler-181,Kepler-181 b,Transit,2,3.137873,1.3E-05,-1.3E-05,0,,0.113,,620.09,5333,,0.75,,,,1.27,0.012,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-181_b/,http://exoplanets.org/detail/Kepler-181_b,,4.62,,,,
Kepler-181,Kepler-181 c,Transit,2,4.302149,8E-06,-8E-06,0,,0.178,,620.09,5333,,0.75,,,,1.99,0.018,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-181_c/,http://exoplanets.org/detail/Kepler-181_c,,4.62,,,,
Kepler-182,Kepler-182 b,Transit,2,9.825792,6.2E-05,-6.2E-05,0,,0.23,,1621.79,6250,,1.15,,,,2.58,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-182_b/,http://exoplanets.org/detail/Kepler-182_b,,4.4,,,,
Kepler-182,Kepler-182 c,Transit,2,20.684342,9.7E-05,-9.7E-05,0,,0.306,,1621.79,6250,,1.15,,,,3.43,0.032,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-182_c/,http://exoplanets.org/detail/Kepler-182_c,,4.4,,,,
Kepler-183,Kepler-183 b,Transit,2,5.687945,2E-05,-2E-05,0,,0.184,,1082.6,5888,,0.96,,,,2.06,0.019,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-183_b/,http://exoplanets.org/detail/Kepler-183_b,,4.5,,,,
Kepler-183,Kepler-183 c,Transit,2,11.637071,5.5E-05,-5.5E-05,0,,0.203,,1082.6,5888,,0.96,,,,2.27,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-183_c/,http://exoplanets.org/detail/Kepler-183_c,,4.5,,,,
Kepler-184,Kepler-184 b,Transit,3,10.687576,2.5E-05,-2.5E-05,0,,0.211,,621.24,5788,,0.87,,,,2.36,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-184_b/,http://exoplanets.org/detail/Kepler-184_b,,4.51,,,,
Kepler-184,Kepler-184 c,Transit,3,20.303005,8.7E-05,-8.7E-05,0,,0.176,,621.24,5788,,0.87,,,,1.97,0.018,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-184_c/,http://exoplanets.org/detail/Kepler-184_c,,4.51,,,,
Kepler-184,Kepler-184 d,Transit,3,29.022358,0.000176,-0.000176,0,,0.222,,621.24,5788,,0.87,,,,2.49,0.023,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-184_d/,http://exoplanets.org/detail/Kepler-184_d,,4.51,,,,
Kepler-185,Kepler-185 b,Transit,2,1.6329,5E-06,-5E-06,0,,0.104,,473.07,5208,,0.81,,,,1.17,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-185_b/,http://exoplanets.org/detail/Kepler-185_b,,4.54,,,,
Kepler-185,Kepler-185 c,Transit,2,20.729042,9.7E-05,-9.7E-05,0,,0.18,,473.07,5208,,0.81,,,,2.02,0.018,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-185_c/,http://exoplanets.org/detail/Kepler-185_c,,4.54,,,,
Kepler-186,Kepler-186 b,Transit,5,3.8867907,6.2E-06,-6.3E-06,0,,0.095,,178.51,3755,0.54,0.52,,,,1.07,0.01,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-186_b/,http://exoplanets.org/detail/Kepler-186_b,6.1,4.74,-1.26,-0.26,[Fe/H],4
Kepler-186,Kepler-186 c,Transit,5,7.267302,1.2E-05,-1.1E-05,0,,0.112,,178.51,3755,0.54,0.52,,,,1.25,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-186_c/,http://exoplanets.org/detail/Kepler-186_c,6.1,4.74,-1.26,-0.26,[Fe/H],4
Kepler-186,Kepler-186 d,Transit,5,13.342996,2.5E-05,-2.4E-05,0,,0.125,,178.51,3755,0.54,0.52,,,,1.4,0.013,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-186_d/,http://exoplanets.org/detail/Kepler-186_d,6.1,4.74,-1.26,-0.26,[Fe/H],4
Kepler-186,Kepler-186 e,Transit,5,22.407704,7.4E-05,-7.2E-05,0,,0.113,,178.51,3755,0.54,0.52,,,,1.27,0.012,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-186_e/,http://exoplanets.org/detail/Kepler-186_e,6.1,4.74,-1.26,-0.26,[Fe/H],4
Kepler-186,Kepler-186 f,Transit,5,129.9441,0.0013,-0.0012,0,,0.104,,178.51,3755,0.54,0.52,,,,1.17,0.011,178,2014,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-186_f/,http://exoplanets.org/detail/Kepler-186_f,6.1,4.74,-1.26,-0.26,[Fe/H],4
Kepler-187,Kepler-187 b,Transit,2,4.938864,5.8E-05,-5.8E-05,0,,0.126,,1180.86,6105,,1.29,,,,1.41,0.013,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-187_b/,http://exoplanets.org/detail/Kepler-187_b,,4.27,,,,
Kepler-187,Kepler-187 c,Transit,2,10.640263,4.8E-05,-4.8E-05,0,,0.238,,1180.86,6105,,1.29,,,,2.67,0.025,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-187_c/,http://exoplanets.org/detail/Kepler-187_c,,4.27,,,,
Kepler-188,Kepler-188 b,Transit,2,2.061897,1E-05,-1E-05,0,,0.15,,996.09,6021,,1.14,,,,1.68,0.015,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-188_b/,http://exoplanets.org/detail/Kepler-188_b,,4.35,,,,
Kepler-188,Kepler-188 c,Transit,2,5.996553,1.5E-05,-1.5E-05,0,,0.285,,996.09,6021,,1.14,,,,3.19,0.029,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-188_c/,http://exoplanets.org/detail/Kepler-188_c,,4.35,,,,
Kepler-189,Kepler-189 b,Transit,2,10.399931,8.5E-05,-8.5E-05,0,,0.108,,601.75,5235,,0.75,,,,1.21,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-189_b/,http://exoplanets.org/detail/Kepler-189_b,,4.62,,,,
Kepler-189,Kepler-189 c,Transit,2,20.134866,5.7E-05,-5.7E-05,0,,0.212,,601.75,5235,,0.75,,,,2.38,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-189_c/,http://exoplanets.org/detail/Kepler-189_c,,4.62,,,,
Kepler-19,Kepler-19 b,Transit,3,9.28716,4E-05,-6E-05,0,0.02643,,,219.95,5544,0.94,0.86,,0.02643,8.4,,,,2011,<a refstr=BALLARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..200B/abstract target=ref> Ballard et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-19_b/,http://exoplanets.org/detail/Kepler-19_b,,4.51,,-0.08,[Fe/H],1.9
Kepler-19,Kepler-19 c,Transit Timing Variations,3,28.731,0.012,-0.005,0,0.04122,,,219.95,5544,0.94,0.86,,0.04122,13.1,,,,2011,<a refstr=BALLARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..200B/abstract target=ref> Ballard et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-19_c/,,,4.51,,-0.08,[Fe/H],1.9
Kepler-19,Kepler-19 d,Radial Velocity,3,62.95,0.04,-0.3,0,0.07079,,,219.95,5544,0.94,0.86,,0.07079,22.5,,,,2017,<a refstr=MALAVOLTA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..224M/abstract target=ref>Malavolta et al. 2017</a>,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,http://exoplanet.eu/catalog/kepler-19_d/,,,4.51,,-0.08,[Fe/H],1.9
Kepler-190,Kepler-190 b,Transit,2,2.019999,3E-06,-3E-06,0,,0.139,,438.88,5106,,0.8,,,,1.56,0.014,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-190_b/,http://exoplanets.org/detail/Kepler-190_b,,4.56,,,,
Kepler-190,Kepler-190 c,Transit,2,3.763024,9E-06,-9E-06,0,,0.13,,438.88,5106,,0.8,,,,1.46,0.013,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-190_c/,http://exoplanets.org/detail/Kepler-190_c,,4.56,,,,
Kepler-191,Kepler-191 b,Transit,3,9.939632,6.6E-05,-6.6E-05,0,,0.12,,604.75,5282,,0.79,,,,1.34,0.012,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-191_b/,http://exoplanets.org/detail/Kepler-191_b,,4.59,,,,
Kepler-191,Kepler-191 c,Transit,3,17.738506,8.2E-05,-8.2E-05,0,,0.166,,604.75,5282,,0.79,,,,1.86,0.017,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-191_c/,http://exoplanets.org/detail/Kepler-191_c,,4.59,,,,
Kepler-191,Kepler-191 d,Transit,3,5.94504102,7.63E-06,-7.63E-06,0,,0.203,,604.75,5282,,0.79,,,,2.28,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-191_d/,,,4.59,,,,
Kepler-192,Kepler-192 b,Transit,3,9.926746,1.8E-05,-1.8E-05,0,,0.244,,664.14,5479,,1.01,,,,2.74,0.025,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-192_b/,http://exoplanets.org/detail/Kepler-192_b,,4.43,,,,
Kepler-192,Kepler-192 c,Transit,3,21.2234,7.6E-05,-7.6E-05,0,,0.249,,664.14,5479,,1.01,,,,2.79,0.026,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-192_c/,http://exoplanets.org/detail/Kepler-192_c,,4.43,,,,
Kepler-192,Kepler-192 d,Transit,3,6.47027579,4.32E-05,-4.32E-05,0,,0.091,,664.14,5479,,1.01,,,,1.02,0.009,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-192_d/,,,4.43,,,,
Kepler-193,Kepler-193 b,Transit,2,11.38848,5.4E-05,-5.4E-05,0,,0.213,,1038.87,6335,,1.15,,,,2.39,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-193_b/,http://exoplanets.org/detail/Kepler-193_b,,4.4,,,,
Kepler-193,Kepler-193 c,Transit,2,50.697494,0.000446,-0.000446,0,,0.245,,1038.87,6335,,1.15,,,,2.75,0.025,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-193_c/,http://exoplanets.org/detail/Kepler-193_c,,4.4,,,,
Kepler-194,Kepler-194 b,Transit,3,2.092281,8E-06,-8E-06,0,,0.135,,1133.48,6089,,1.02,,,,1.51,0.014,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_b/,http://exoplanets.org/detail/Kepler-194_b,,4.42,,,,
Kepler-194,Kepler-194 c,Transit,3,17.308032,7.9E-05,-7.9E-05,0,,0.231,,1133.48,6089,,1.02,,,,2.59,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_c/,http://exoplanets.org/detail/Kepler-194_c,,4.42,,,,
Kepler-194,Kepler-194 d,Transit,3,52.814973,0.000481,-0.000481,0,,0.214,,1133.48,6089,,1.02,,,,2.4,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_d/,http://exoplanets.org/detail/Kepler-194_d,,4.42,,,,
Kepler-195,Kepler-195 b,Transit,2,8.307872,2E-05,-2E-05,0,,0.181,,664.47,5329,,0.78,,,,2.03,0.019,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-195_b/,http://exoplanets.org/detail/Kepler-195_b,,4.6,,,,
Kepler-195,Kepler-195 c,Transit,2,34.096863,0.000371,-0.000371,0,,0.138,,664.47,5329,,0.78,,,,1.55,0.014,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-195_c/,http://exoplanets.org/detail/Kepler-195_c,,4.6,,,,
Kepler-196,Kepler-196 b,Transit,2,20.739886,6.6E-05,-6.6E-05,0,,0.17,,457.26,5128,,0.78,,,,1.9,0.017,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-196_b/,http://exoplanets.org/detail/Kepler-196_b,,4.57,,,,
Kepler-196,Kepler-196 c,Transit,2,47.427737,0.000223,-0.000223,0,,0.2,,457.26,5128,,0.78,,,,2.24,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-196_c/,http://exoplanets.org/detail/Kepler-196_c,,4.57,,,,
Kepler-197,Kepler-197 b,Transit,4,5.599308,2.3E-05,-2.3E-05,0,,0.091,,333.75,6004,,1.12,,,,1.02,0.009,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-197_b/,http://exoplanets.org/detail/Kepler-197_b,,4.3,,,,
Kepler-197,Kepler-197 c,Transit,4,10.349695,4.5E-05,-4.5E-05,0,,0.11,,333.75,6004,,1.12,,,,1.23,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-197_c/,http://exoplanets.org/detail/Kepler-197_c,,4.3,,,,
Kepler-197,Kepler-197 d,Transit,4,15.677563,9.6E-05,-9.6E-05,0,,0.109,,333.75,6004,,1.12,,,,1.22,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-197_d/,http://exoplanets.org/detail/Kepler-197_d,,4.3,,,,
Kepler-197,Kepler-197 e,Transit,4,25.209715,0.000387,-0.000387,0,,0.081,,333.75,6004,,1.12,,,,0.91,0.008,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-197_e/,http://exoplanets.org/detail/Kepler-197_e,,4.3,,,,
Kepler-198,Kepler-198 b,Transit,3,17.790037,3.5E-05,-3.5E-05,0,,0.252,,502.52,5574,,0.94,,,,2.82,0.026,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-198_b/,http://exoplanets.org/detail/Kepler-198_b,,4.47,,,,
Kepler-198,Kepler-198 c,Transit,3,49.567416,0.00022,-0.00022,0,,0.22,,502.52,5574,,0.94,,,,2.47,0.023,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-198_c/,http://exoplanets.org/detail/Kepler-198_c,,4.47,,,,
Kepler-198,Kepler-198 d,Transit,3,1.31184443,1.33E-06,-1.33E-06,0,,0.136,,502.52,5574,,0.94,,,,1.53,0.014,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-198_d/,,,4.47,,,,
Kepler-199,Kepler-199 b,Transit,2,23.637604,5E-05,-5E-05,0,,0.277,,528.99,5644,,0.97,,,,3.11,0.029,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-199_b/,http://exoplanets.org/detail/Kepler-199_b,,4.44,,,,
Kepler-199,Kepler-199 c,Transit,2,67.093408,0.00019,-0.00019,0,,0.29,,528.99,5644,,0.97,,,,3.25,0.03,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-199_c/,http://exoplanets.org/detail/Kepler-199_c,,4.44,,,,
Kepler-20,Kepler-20 b,Transit,6,3.69611525,1.15E-06,-8.7E-07,0,0.03052,0.167,8.2,284.88,5495,0.95,0.96,1105,0.03052,9.7,1.868,0.017,10.34,2011,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-20_b/,http://exoplanets.org/detail/Kepler-20_b,,4.45,,0.07,[m/H],7.6
Kepler-20,Kepler-20 c,Transit,6,10.85409089,3.03E-06,-2.6E-06,0,0.04012,0.272,2.5,284.88,5495,0.95,0.96,772,0.04012,12.75,3.047,0.028,21.17,2011,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-20_c/,http://exoplanets.org/detail/Kepler-20_c,,4.45,,0.07,[m/H],7.6
Kepler-20,Kepler-20 d,Transit,6,77.61130017,0.00012305,-0.00011588,0,0.03168,0.245,2.7,284.88,5495,0.95,0.96,401,0.03168,10.07,2.744,0.025,78.23,2011,<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-20_d/,http://exoplanets.org/detail/Kepler-20_d,,4.45,,0.07,[m/H],7.6
Kepler-20,Kepler-20 e,Transit,6,6.09852281,6.08E-06,-1.351E-05,0,,0.077,,284.88,5495,0.95,0.96,,,,0.865,0.008,14.26,2011,<a refstr=FRESSIN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.482..195F/abstract target=ref> Fressin et al. 2012 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-20_e/,http://exoplanets.org/detail/Kepler-20_e,,4.45,,0.07,[m/H],7.6
Kepler-20,Kepler-20 f,Transit,6,19.57758478,9.037E-05,-0.00012256,0,,0.089,,284.88,5495,0.95,0.96,,,,1.003,0.009,31.15,2011,<a refstr=FRESSIN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.482..195F/abstract target=ref> Fressin et al. 2012 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-20_f/,http://exoplanets.org/detail/Kepler-20_f,,4.45,,0.07,[m/H],7.6
